Crime Type,Area,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Assault,Ashok Vihar,2023-12-12,08:40:02,High,Serve marriage view pretty it very four customer care.,62,Ashok Vihar PS,Cloudy,Night,CCTV
Theft,Saket,2023-09-22,16:59:01,High,Child nor agree break unit wind professional see determine could reveal.,49,Saket PS,Clear,Evening,Citizen
Kidnapping,Connaught Place,2024-06-30,16:46:38,Medium,Enough degree politics finally enjoy right.,48,Connaught Place PS,Rainy,Morning,Police
Burglary,Rajouri Garden,2023-12-30,19:19:21,Medium,Million law should its figure could us again president.,20,Rajouri Garden PS,Rainy,Afternoon,CCTV
Harassment,Rohini,2024-01-25,22:50:07,Low,Successful yet including we break follow.,61,Rohini PS,Cloudy,Evening,Citizen
Assault,Greater Kailash,2024-05-09,12:38:31,Low,Shoulder cell cold road agent similar security lead.,57,Greater Kailash PS,Rainy,Afternoon,Police
Theft,Saket,2024-09-27,15:45:57,Low,East ahead get prepare field rate body fight require.,46,Saket PS,Clear,Evening,Police
Assault,Karol Bagh,2023-10-19,18:40:24,Low,Land there friend cut start radio popular.,43,Karol Bagh PS,Cloudy,Morning,CCTV
Assault,Chandni Chowk,2023-11-04,04:38:51,High,Heart attorney probably answer left employee rule life ask enter.,24,Chandni Chowk PS,Cloudy,Afternoon,Police
Stalking,Okhla,2023-10-10,02:05:16,Low,Assume approach player recent surface so.,43,Okhla PS,Rainy,Evening,Police
Burglary,Chandni Chowk,2023-11-06,23:30:36,Low,Adult value serious exist different pick nothing morning leader family.,23,Chandni Chowk PS,Cloudy,Morning,Citizen
Stalking,Chandni Chowk,2023-09-28,14:13:45,Medium,There before charge trial career buy share professor bed phone.,59,Chandni Chowk PS,Clear,Evening,Police
Assault,Lajpat Nagar,2023-04-20,12:25:35,Medium,For billion since issue employee upon yes out large.,17,Lajpat Nagar PS,Foggy,Morning,CCTV
Kidnapping,Hauz Khas,2024-10-12,12:06:50,Low,Quite international hold make hit trial positive.,45,Hauz Khas PS,Clear,Morning,CCTV
Harassment,Khan Market,2023-07-23,03:39:54,Low,Weight drop major official discover box because.,58,Khan Market PS,Clear,Evening,Police
Harassment,Dwarka,2023-08-25,01:13:41,Medium,Investment son away day myself here.,30,Dwarka PS,Foggy,Evening,Citizen
Theft,Chandni Chowk,2024-04-13,05:15:09,Medium,Own term possible send recognize push black continue.,16,Chandni Chowk PS,Cloudy,Night,CCTV
Burglary,Rajouri Garden,2023-10-10,11:06:59,High,Child once mouth four while huge blood stage scene also.,24,Rajouri Garden PS,Foggy,Night,Police
Harassment,Janakpuri,2024-07-25,22:45:49,High,Rest choice just position dark report help describe also.,52,Janakpuri PS,Clear,Evening,Citizen
Harassment,Sarojini Nagar,2023-11-12,20:09:22,Medium,Really able individual society hit finish really scene wrong.,58,Sarojini Nagar PS,Clear,Afternoon,Police
Theft,Vasant Kunj,2024-09-22,12:41:09,Medium,Course either meeting leave possible happy majority trial different.,11,Vasant Kunj PS,Cloudy,Evening,CCTV
Stalking,Ashok Vihar,2024-01-26,19:24:25,High,Daughter collection you serve scene near area those it follow.,50,Ashok Vihar PS,Rainy,Evening,CCTV
Assault,Greater Kailash,2025-01-15,07:34:33,Low,Night half truth station growth white section.,39,Greater Kailash PS,Rainy,Evening,Police
Stalking,Paharganj,2023-05-18,07:47:39,Low,Discussion president soldier tell.,59,Paharganj PS,Rainy,Night,Citizen
Burglary,Hauz Khas,2023-12-20,09:20:32,High,Available seem appear ready light thus add though show.,47,Hauz Khas PS,Rainy,Night,Citizen
Kidnapping,Pitampura,2024-06-18,14:41:14,Medium,Republican better work represent.,59,Pitampura PS,Clear,Afternoon,Police
Harassment,Saket,2023-04-07,14:40:33,High,Civil way next watch fall visit.,48,Saket PS,Clear,Afternoon,Citizen
Harassment,Laxmi Nagar,2024-12-15,06:52:00,High,Finish natural seat week feel.,33,Laxmi Nagar PS,Foggy,Evening,Citizen
Kidnapping,Chandni Chowk,2023-07-31,19:05:38,Low,Movie rock education family describe sell six usually appear.,38,Chandni Chowk PS,Cloudy,Afternoon,Citizen
Stalking,Connaught Place,2024-05-04,01:35:39,High,Step glass author subject manager hospital.,60,Connaught Place PS,Foggy,Evening,Police
Harassment,Okhla,2023-10-23,00:25:58,Low,Site himself method your garden create certainly it religious.,46,Okhla PS,Clear,Night,Citizen
Assault,Ashok Vihar,2024-02-06,02:14:51,Low,Mind none bed generation hard Republican why as attorney part husband.,17,Ashok Vihar PS,Cloudy,Night,CCTV
Assault,Lajpat Nagar,2024-07-31,02:36:00,Medium,Develop us strong manage decide space.,38,Lajpat Nagar PS,Foggy,Night,Citizen
Theft,Greater Kailash,2024-08-16,12:06:20,Low,Thought everything approach he street audience able.,19,Greater Kailash PS,Cloudy,Night,Citizen
Assault,Karol Bagh,2024-11-20,16:09:14,High,Send plant officer mean teach never reality fact.,12,Karol Bagh PS,Foggy,Afternoon,Police
Harassment,Hauz Khas,2023-06-08,16:54:01,Low,Campaign film whatever they activity own war western.,36,Hauz Khas PS,Foggy,Afternoon,Citizen
Assault,Janakpuri,2023-04-09,18:12:20,High,And truth share guy.,14,Janakpuri PS,Foggy,Night,Citizen
Assault,Rohini,2024-05-09,13:28:57,Medium,Those much else never assume keep upon of again.,32,Rohini PS,Foggy,Afternoon,CCTV
Burglary,Hauz Khas,2024-10-25,22:20:10,Low,Among environmental than parent because especially support fly drop.,19,Hauz Khas PS,Foggy,Evening,Police
Kidnapping,Rajouri Garden,2023-09-24,14:16:47,High,Special success somebody until each old line people produce.,43,Rajouri Garden PS,Foggy,Afternoon,Police
Kidnapping,Hauz Khas,2023-07-14,10:09:34,Medium,Agree hour available continue movement pay such news police.,35,Hauz Khas PS,Foggy,Morning,Citizen
Kidnapping,Paharganj,2024-03-01,01:45:36,Medium,Book garden even need effort stock scene hope.,60,Paharganj PS,Rainy,Night,CCTV
Kidnapping,Chandni Chowk,2023-11-16,18:04:17,Low,Hand form political ability send represent writer almost after themselves.,47,Chandni Chowk PS,Rainy,Night,CCTV
Kidnapping,Dwarka,2024-04-15,00:45:47,Low,Choose far say fast man thousand current rich ever learn.,29,Dwarka PS,Cloudy,Evening,Citizen
Assault,Lajpat Nagar,2024-10-17,03:04:36,Low,Visit former focus represent myself.,10,Lajpat Nagar PS,Cloudy,Afternoon,CCTV
Burglary,Dwarka,2024-10-10,16:53:21,Low,Remember and buy young figure figure not year.,59,Dwarka PS,Rainy,Evening,Police
Stalking,Pitampura,2024-01-11,21:29:55,High,Skill race task girl yourself.,42,Pitampura PS,Clear,Night,Citizen
Burglary,Paharganj,2023-12-29,04:23:38,High,Bag mouth mean doctor laugh.,24,Paharganj PS,Foggy,Morning,CCTV
Burglary,Pitampura,2025-01-24,11:32:24,Medium,Still idea think story throughout step maybe open born.,30,Pitampura PS,Rainy,Evening,CCTV
Harassment,Janakpuri,2024-01-24,02:09:34,Low,Return style exactly drive almost exist believe way.,51,Janakpuri PS,Foggy,Morning,CCTV
Harassment,Vasant Kunj,2024-10-12,21:38:08,Medium,Well not prove new president wear increase throw season.,52,Vasant Kunj PS,Cloudy,Morning,Citizen
Stalking,Laxmi Nagar,2023-06-24,07:29:24,High,Leave through born form part however per which science other.,69,Laxmi Nagar PS,Rainy,Afternoon,Citizen
Kidnapping,Rohini,2024-10-19,07:29:18,Low,Begin executive reach why across I.,48,Rohini PS,Rainy,Afternoon,CCTV
Assault,Mayur Vihar,2024-05-29,14:09:28,Medium,And account beautiful service remain lot.,59,Mayur Vihar PS,Clear,Night,Police
Kidnapping,Saket,2024-09-13,03:10:47,Medium,Maintain senior unit budget we method while reality offer.,62,Saket PS,Cloudy,Night,CCTV
Kidnapping,Vasant Kunj,2023-07-23,15:45:27,Medium,Leg pass away good security important amount and film pick.,27,Vasant Kunj PS,Clear,Night,Citizen
Kidnapping,Lajpat Nagar,2023-03-29,20:03:50,Medium,Effort air card box report late.,20,Lajpat Nagar PS,Cloudy,Morning,CCTV
Stalking,Khan Market,2024-04-04,23:24:34,Low,Try claim me interesting.,55,Khan Market PS,Foggy,Night,Police
Theft,Paharganj,2023-06-27,21:00:28,Low,His thought let lead budget future administration major until.,11,Paharganj PS,Clear,Night,Citizen
Kidnapping,Sarojini Nagar,2024-05-11,03:56:17,Medium,Finally produce sound mention story.,47,Sarojini Nagar PS,Clear,Night,Police
Theft,Okhla,2023-05-27,22:59:30,Medium,Production personal less be commercial Mr but lot strong agency.,36,Okhla PS,Rainy,Morning,CCTV
Harassment,Rohini,2024-12-28,19:56:52,Medium,Congress without along speak face.,24,Rohini PS,Cloudy,Morning,Citizen
Kidnapping,Greater Kailash,2023-08-19,09:08:45,High,Congress sit fish teach set wait.,49,Greater Kailash PS,Foggy,Morning,Citizen
Kidnapping,Dwarka,2023-12-06,08:11:04,Medium,Share career maintain them whether between before share.,21,Dwarka PS,Rainy,Evening,Citizen
Stalking,Sarojini Nagar,2025-01-10,20:18:55,Low,Summer red perform but create ahead prepare everyone.,12,Sarojini Nagar PS,Rainy,Night,Citizen
Harassment,Mayur Vihar,2024-04-19,11:08:19,High,Near community raise admit offer red each meeting compare.,29,Mayur Vihar PS,Cloudy,Evening,Police
Theft,Pitampura,2023-02-16,10:32:38,Low,Deal political factor growth movie product today interview.,45,Pitampura PS,Cloudy,Morning,Police
Kidnapping,Greater Kailash,2024-06-11,08:02:01,Low,Pm bill choose positive turn half avoid.,67,Greater Kailash PS,Foggy,Evening,Police
Kidnapping,Rajouri Garden,2023-12-28,21:36:02,High,Girl you knowledge low right.,11,Rajouri Garden PS,Foggy,Morning,CCTV
Assault,Janakpuri,2024-03-20,12:32:27,Medium,Quite course less charge list.,18,Janakpuri PS,Foggy,Afternoon,Citizen
Assault,Vasant Kunj,2023-08-07,09:56:46,Low,Sister bring pretty hundred value upon report process trip prove.,53,Vasant Kunj PS,Clear,Night,Police
Burglary,Lajpat Nagar,2023-04-09,11:22:56,Medium,Board deal matter political investment already.,23,Lajpat Nagar PS,Rainy,Evening,Citizen
Assault,Lajpat Nagar,2024-12-15,09:53:24,Low,Eat me have board when south arrive beat shoulder rather remember.,24,Lajpat Nagar PS,Foggy,Night,Police
Harassment,Connaught Place,2023-09-05,20:44:51,High,Produce crime debate leader involve social realize different hard.,45,Connaught Place PS,Rainy,Afternoon,CCTV
Theft,Pitampura,2023-04-16,01:53:06,Medium,Film teach decision fact effect light style city.,18,Pitampura PS,Foggy,Night,CCTV
Assault,Connaught Place,2024-11-13,03:10:25,High,Paper cut scene difference compare phone available among high news.,24,Connaught Place PS,Clear,Afternoon,CCTV
Burglary,Janakpuri,2023-06-19,04:59:32,Low,Training place teacher out mission age listen tend seat story.,18,Janakpuri PS,Rainy,Evening,CCTV
Assault,Karol Bagh,2024-09-21,07:28:20,High,Box religious job beyond power concern administration.,11,Karol Bagh PS,Rainy,Afternoon,Police
Burglary,Janakpuri,2025-01-01,12:19:13,Medium,Stuff company for seven particular.,17,Janakpuri PS,Clear,Evening,Citizen
Theft,Okhla,2024-06-30,03:08:07,High,Always practice benefit require three explain life ok range.,13,Okhla PS,Clear,Morning,CCTV
Assault,Saket,2023-04-28,11:43:14,Medium,Fire affect market glass talk usually.,38,Saket PS,Rainy,Afternoon,Police
Theft,Vasant Kunj,2024-03-21,06:41:29,Low,Major challenge raise down president.,45,Vasant Kunj PS,Rainy,Evening,CCTV
Kidnapping,Hauz Khas,2024-03-08,09:51:44,Low,Cause benefit soon every time everyone not buy.,38,Hauz Khas PS,Foggy,Afternoon,Citizen
Kidnapping,Connaught Place,2024-12-16,10:06:05,High,One rich guess cell nature.,26,Connaught Place PS,Clear,Afternoon,Police
Stalking,Rohini,2023-09-09,12:37:17,Medium,Leg think game strong reveal team tonight set great different recent.,12,Rohini PS,Rainy,Evening,CCTV
Kidnapping,Laxmi Nagar,2023-12-25,21:31:29,Low,Though Mr fear point rock.,41,Laxmi Nagar PS,Foggy,Morning,Police
Stalking,Greater Kailash,2024-11-02,06:25:54,Medium,Human see popular institution risk.,13,Greater Kailash PS,Rainy,Morning,Citizen
Theft,Rajouri Garden,2023-07-28,04:11:24,Medium,Site push listen great might two a measure rich.,19,Rajouri Garden PS,Clear,Morning,Citizen
Burglary,Khan Market,2024-06-17,11:42:54,Medium,Price very moment physical woman.,14,Khan Market PS,Foggy,Evening,CCTV
Assault,Chandni Chowk,2023-09-30,19:41:40,Medium,By society free network wish into off season campaign reason ever.,29,Chandni Chowk PS,Clear,Afternoon,Police
Stalking,Janakpuri,2024-10-06,20:02:47,High,These find relationship something stop particular purpose rich build hit.,17,Janakpuri PS,Foggy,Morning,Police
Harassment,Janakpuri,2024-03-16,19:01:24,Medium,Issue back finish suddenly hair term night field.,20,Janakpuri PS,Foggy,Morning,Police
Kidnapping,Lajpat Nagar,2024-10-07,04:27:57,Medium,Wish act defense with common member he history.,27,Lajpat Nagar PS,Clear,Night,Police
Kidnapping,Laxmi Nagar,2023-10-13,12:18:02,Medium,Catch week democratic base now.,64,Laxmi Nagar PS,Foggy,Evening,CCTV
Harassment,Karol Bagh,2024-08-12,02:47:42,High,Reduce ever wait husband involve.,31,Karol Bagh PS,Clear,Morning,Police
Stalking,Connaught Place,2023-11-18,01:10:02,Medium,Car security foot future full short fire attack.,53,Connaught Place PS,Cloudy,Night,Citizen
Harassment,Laxmi Nagar,2023-11-27,20:40:34,Medium,Although cup surface hundred southern participant pass catch option.,46,Laxmi Nagar PS,Clear,Afternoon,Citizen
Assault,Paharganj,2024-05-14,21:44:25,Medium,Indeed low tend nice defense work job region.,46,Paharganj PS,Foggy,Evening,Citizen
Kidnapping,Dwarka,2024-01-24,20:54:22,High,Have including develop worker appear visit through nature professor often.,53,Dwarka PS,Cloudy,Night,Police
Burglary,Lajpat Nagar,2023-06-10,00:57:26,Medium,Ask environment watch test my police.,41,Lajpat Nagar PS,Rainy,Morning,Citizen
Theft,Dwarka,2024-03-21,18:28:07,Medium,Meeting training most back power fire describe piece million special.,37,Dwarka PS,Clear,Morning,Police
Theft,Okhla,2023-05-09,10:28:07,High,Like environment decide environment national.,59,Okhla PS,Rainy,Morning,Police
Assault,Sarojini Nagar,2023-07-31,18:08:30,High,Door game Republican win final authority success risk computer since.,10,Sarojini Nagar PS,Rainy,Morning,Police
Kidnapping,Paharganj,2023-11-18,10:34:31,Low,Test clearly tell catch their information total yard blue old.,34,Paharganj PS,Rainy,Afternoon,Citizen
Theft,Hauz Khas,2025-02-03,14:18:07,Medium,Situation trip bar employee box political.,37,Hauz Khas PS,Rainy,Night,Citizen
Harassment,Pitampura,2024-03-14,09:42:12,Medium,Sell sort agree pay artist.,10,Pitampura PS,Foggy,Morning,Citizen
Stalking,Lajpat Nagar,2024-02-27,20:48:18,High,Develop military factor least success.,43,Lajpat Nagar PS,Cloudy,Afternoon,Citizen
Theft,Lajpat Nagar,2024-01-31,09:39:34,High,View police center likely TV Mr respond.,37,Lajpat Nagar PS,Clear,Morning,Police
Stalking,Khan Market,2024-05-21,08:30:44,High,Sport record detail against during operation soon spend.,15,Khan Market PS,Rainy,Evening,Police
Assault,Dwarka,2024-09-12,12:36:21,High,West less discussion stand pressure occur single government citizen.,13,Dwarka PS,Clear,Morning,Citizen
Assault,Pitampura,2024-02-10,02:50:03,Medium,Less begin leader a fire.,39,Pitampura PS,Cloudy,Evening,CCTV
Burglary,Karol Bagh,2024-06-21,03:03:14,Medium,Director your world note attention officer both price remain.,26,Karol Bagh PS,Cloudy,Afternoon,Police
Theft,Hauz Khas,2024-05-16,08:24:36,High,Box but dinner heavy less even read participant of.,62,Hauz Khas PS,Foggy,Morning,CCTV
Stalking,Mayur Vihar,2023-04-07,06:34:18,Medium,Up get speech whatever seem return husband ball since.,50,Mayur Vihar PS,Cloudy,Afternoon,Police
Assault,Lajpat Nagar,2023-03-18,13:11:11,Medium,Fire will civil always kitchen season teach.,47,Lajpat Nagar PS,Rainy,Morning,CCTV
Stalking,Paharganj,2023-12-06,21:03:12,High,Job tax when floor hundred very hundred.,22,Paharganj PS,Clear,Afternoon,Citizen
Assault,Paharganj,2024-10-22,20:07:39,High,Follow up develop best far personal pay deal.,44,Paharganj PS,Clear,Night,CCTV
Harassment,Rohini,2023-07-04,07:16:24,Low,One address person clearly.,16,Rohini PS,Clear,Evening,Police
Stalking,Vasant Kunj,2024-09-21,04:36:02,Low,Action expert seem tree few culture particular subject concern.,12,Vasant Kunj PS,Cloudy,Morning,CCTV
Stalking,Okhla,2023-12-08,13:53:42,High,Husband budget set large but ago hotel forget boy value believe.,17,Okhla PS,Cloudy,Morning,Citizen
Burglary,Mayur Vihar,2024-05-07,19:05:31,Medium,Range describe hand rich not.,35,Mayur Vihar PS,Rainy,Afternoon,Police
Theft,Okhla,2024-08-01,19:45:17,High,Recognize outside design yet cause first every study wide.,66,Okhla PS,Foggy,Afternoon,Police
Assault,Mayur Vihar,2025-02-03,09:30:34,Low,Future media onto small after two.,54,Mayur Vihar PS,Clear,Evening,CCTV
Burglary,Hauz Khas,2023-03-20,00:41:42,High,Indeed win firm or tend majority.,38,Hauz Khas PS,Cloudy,Morning,CCTV
Stalking,Khan Market,2023-04-06,05:31:38,High,Above action stock include pay.,35,Khan Market PS,Rainy,Morning,Police
Assault,Sarojini Nagar,2023-07-04,19:54:48,High,Lot right interesting business describe lawyer significant nothing best keep improve.,32,Sarojini Nagar PS,Cloudy,Afternoon,Citizen
Harassment,Paharganj,2023-12-16,05:57:09,High,Bring edge positive agency today.,10,Paharganj PS,Rainy,Morning,CCTV
Assault,Ashok Vihar,2023-06-20,10:12:46,Medium,Choose best carry who thing well cup challenge condition former.,54,Ashok Vihar PS,Clear,Afternoon,CCTV
Burglary,Connaught Place,2024-10-19,19:55:46,Low,Personal dark need news collection process subject true himself.,66,Connaught Place PS,Clear,Afternoon,Police
Kidnapping,Saket,2023-08-23,13:25:17,High,Account adult example response figure scene even however capital.,36,Saket PS,Cloudy,Morning,Police
Kidnapping,Lajpat Nagar,2023-04-27,23:07:33,Medium,As common never international white pressure during likely rate address.,23,Lajpat Nagar PS,Clear,Afternoon,Police
Theft,Sarojini Nagar,2023-09-24,10:26:14,Medium,Medical else finish suffer ground.,23,Sarojini Nagar PS,Foggy,Night,Citizen
Assault,Laxmi Nagar,2024-08-27,20:11:28,Medium,Central reality can real get act capital.,48,Laxmi Nagar PS,Clear,Evening,CCTV
Kidnapping,Dwarka,2024-06-09,05:20:25,High,Draw character Congress office director onto.,62,Dwarka PS,Clear,Morning,Police
Kidnapping,Okhla,2024-11-20,13:42:16,High,Pressure alone her positive blue party.,19,Okhla PS,Rainy,Evening,CCTV
Burglary,Sarojini Nagar,2024-12-19,06:34:01,Low,Age group grow reach machine will half American.,25,Sarojini Nagar PS,Cloudy,Morning,CCTV
