id,text,location,date,sentiment
1840,Traffic congestion continues to be an issue across Delhi.,Kalkaji,2023-05-26,Neutral
1841,Public transport usage among women has remained stable this year.,Greater Kailash,2023-02-08,Neutral
1842,Increased patrolling has reduced crime rates in Karol Bagh.,Hauz Khas,2023-02-08,Positive
1843,Increased patrolling has reduced crime rates in Karol Bagh.,Kalkaji,2023-04-09,Positive
1844,Women feel unsafe walking alone at night in Rajouri Garden.,Karol Bagh,2023-11-01,Negative
1845,Women feel unsafe walking alone at night in Rajouri Garden.,Nehru Place,2023-04-11,Negative
1846,NGOs held an awareness campaign in Connaught Place.,Chandni Chowk,2023-02-12,Neutral
1847,Increased patrolling has reduced crime rates in Karol Bagh.,Dwarka,2023-01-23,Positive
1848,Police response to complaints in Rohini remains slow.,Kalkaji,2023-10-24,Negative
1849,Women feel unsafe walking alone at night in Rajouri Garden.,Kalkaji,2023-06-01,Negative
1850,Public transport usage among women has remained stable this year.,Mayur Vihar,2023-02-01,Neutral
1851,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-02-28,Neutral
1852,Increased patrolling has reduced crime rates in Karol Bagh.,Kalkaji,2023-06-08,Positive
1853,Recent survey shows rising fear among women in Delhi.,Nehru Place,2023-01-22,Negative
1854,Recent survey shows rising fear among women in Delhi.,Kalkaji,2023-05-10,Negative
1855,Another case of harassment reported near Saket metro station.,Connaught Place,2023-01-30,Negative
1856,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-08-17,Neutral
1857,Public transport usage among women has remained stable this year.,Greater Kailash,2023-02-04,Neutral
1858,Women feel unsafe walking alone at night in Rajouri Garden.,Kalkaji,2023-09-18,Negative
1859,Lack of proper street lighting makes Chandni Chowk unsafe.,Rohini,2023-03-30,Negative
1860,More street lights installed in Dwarka to improve safety.,Connaught Place,2023-10-13,Positive
1861,New mobile app helps women report harassment instantly.,Dwarka,2023-11-13,Positive
1862,More street lights installed in Dwarka to improve safety.,Connaught Place,2023-05-20,Positive
1863,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rohini,2023-05-31,Positive
1864,More street lights installed in Dwarka to improve safety.,Rohini,2023-06-24,Positive
1865,The metro is the preferred mode of transport for women in Delhi.,Saket,2023-11-06,Neutral
1866,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-09-21,Negative
1867,Increased patrolling has reduced crime rates in Karol Bagh.,Chandni Chowk,2023-02-01,Positive
1868,Another case of harassment reported near Saket metro station.,Karol Bagh,2023-01-22,Negative
1869,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-12-23,Positive
1870,Recent survey shows rising fear among women in Delhi.,Nehru Place,2023-12-13,Negative
1871,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-08-07,Negative
1872,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-05-17,Positive
1873,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-08-12,Neutral
1874,Police response to complaints in Rohini remains slow.,Rajouri Garden,2023-06-13,Negative
1875,Police response to complaints in Rohini remains slow.,Connaught Place,2023-07-29,Negative
1876,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-02-22,Neutral
1877,Traffic congestion continues to be an issue across Delhi.,Vasant Kunj,2023-03-06,Neutral
1878,Increased patrolling has reduced crime rates in Karol Bagh.,Dwarka,2023-01-16,Positive
1879,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-03-07,Positive
1880,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-09-29,Neutral
1881,Public transport usage among women has remained stable this year.,Vasant Kunj,2023-11-03,Neutral
1882,The metro is the preferred mode of transport for women in Delhi.,Vasant Kunj,2023-08-14,Neutral
1883,Women feel unsafe walking alone at night in Rajouri Garden.,Chandni Chowk,2023-12-15,Negative
1884,More street lights installed in Dwarka to improve safety.,Karol Bagh,2023-07-04,Positive
1885,Police response to complaints in Rohini remains slow.,Hauz Khas,2023-10-05,Negative
1886,Women feel unsafe walking alone at night in Rajouri Garden.,Hauz Khas,2023-08-03,Negative
1887,Women safety measures were discussed in the Delhi Assembly.,Chandni Chowk,2023-11-02,Neutral
1888,Women feel unsafe walking alone at night in Rajouri Garden.,Karol Bagh,2023-06-12,Negative
1889,Women safety measures were discussed in the Delhi Assembly.,Vasant Kunj,2023-05-11,Neutral
1890,Public transport usage among women has remained stable this year.,Lajpat Nagar,2023-01-18,Neutral
1891,Traffic congestion continues to be an issue across Delhi.,Hauz Khas,2023-08-18,Neutral
1892,More street lights installed in Dwarka to improve safety.,Karol Bagh,2023-05-21,Positive
1893,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-07-21,Neutral
1894,The metro is the preferred mode of transport for women in Delhi.,Chandni Chowk,2023-05-17,Neutral
1895,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-06-02,Neutral
1896,Delhi police launches new helpline for women safety.,Lajpat Nagar,2023-01-10,Positive
1897,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-08-15,Neutral
1898,Women safety measures were discussed in the Delhi Assembly.,Pitampura,2023-07-29,Neutral
1899,Women safety measures were discussed in the Delhi Assembly.,Dwarka,2023-05-25,Neutral
1900,Women safety measures were discussed in the Delhi Assembly.,Lajpat Nagar,2023-02-02,Neutral
1901,The metro is the preferred mode of transport for women in Delhi.,Greater Kailash,2023-10-24,Neutral
1902,Another case of harassment reported near Saket metro station.,Lajpat Nagar,2023-05-24,Negative
1903,More street lights installed in Dwarka to improve safety.,Saket,2023-09-02,Positive
1904,Traffic congestion continues to be an issue across Delhi.,Karol Bagh,2023-02-26,Neutral
1905,Public transport usage among women has remained stable this year.,Vasant Kunj,2023-08-26,Neutral
1906,Increased patrolling has reduced crime rates in Karol Bagh.,Pitampura,2023-08-19,Positive
1907,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-04-21,Neutral
1908,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-03-16,Positive
1909,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-05-30,Neutral
1910,Increased patrolling has reduced crime rates in Karol Bagh.,Greater Kailash,2023-03-23,Positive
1911,Police response to complaints in Rohini remains slow.,Rohini,2023-03-19,Negative
1912,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-05-28,Neutral
1913,Lack of proper street lighting makes Chandni Chowk unsafe.,Karol Bagh,2023-01-24,Negative
1914,Public transport usage among women has remained stable this year.,Lajpat Nagar,2023-03-30,Neutral
1915,More street lights installed in Dwarka to improve safety.,Hauz Khas,2023-10-07,Positive
1916,Traffic congestion continues to be an issue across Delhi.,Karol Bagh,2023-04-18,Neutral
1917,Public transport usage among women has remained stable this year.,Rohini,2023-06-15,Neutral
1918,Increased patrolling has reduced crime rates in Karol Bagh.,Hauz Khas,2023-01-08,Positive
1919,NGOs held an awareness campaign in Connaught Place.,Vasant Kunj,2023-01-10,Neutral
1920,Delhi police launches new helpline for women safety.,Lajpat Nagar,2023-10-10,Positive
1921,Delhi police launches new helpline for women safety.,Rohini,2023-11-18,Positive
1922,Traffic congestion continues to be an issue across Delhi.,Greater Kailash,2023-06-18,Neutral
1923,Women safety measures were discussed in the Delhi Assembly.,Connaught Place,2023-04-19,Neutral
1924,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-10-09,Positive
1925,Public transport usage among women has remained stable this year.,Hauz Khas,2023-07-02,Neutral
1926,Recent survey shows rising fear among women in Delhi.,Chandni Chowk,2023-04-17,Negative
1927,Another case of harassment reported near Saket metro station.,Kalkaji,2023-09-14,Negative
1928,Increased patrolling has reduced crime rates in Karol Bagh.,Rohini,2023-03-23,Positive
1929,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-10-20,Negative
1930,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-02-22,Neutral
1931,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-12-08,Neutral
1932,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-05-24,Neutral
1933,Public transport usage among women has remained stable this year.,Saket,2023-10-01,Neutral
1934,New mobile app helps women report harassment instantly.,Lajpat Nagar,2023-09-03,Positive
1935,Delhi police launches new helpline for women safety.,Dwarka,2023-08-07,Positive
1936,Another case of harassment reported near Saket metro station.,Nehru Place,2023-09-25,Negative
1937,Lack of proper street lighting makes Chandni Chowk unsafe.,Saket,2023-01-15,Negative
1938,Women feel unsafe walking alone at night in Rajouri Garden.,Karol Bagh,2023-09-25,Negative
1939,Recent survey shows rising fear among women in Delhi.,Dwarka,2023-12-01,Negative
1940,Another case of harassment reported near Saket metro station.,Vasant Kunj,2023-01-23,Negative
1941,More street lights installed in Dwarka to improve safety.,Dwarka,2023-11-15,Positive
1942,Delhi police launches new helpline for women safety.,Pitampura,2023-10-05,Positive
1943,Traffic congestion continues to be an issue across Delhi.,Kalkaji,2023-01-30,Neutral
1944,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-09-22,Neutral
1945,Increased patrolling has reduced crime rates in Karol Bagh.,Vasant Kunj,2023-03-16,Positive
1946,Women safety measures were discussed in the Delhi Assembly.,Saket,2023-10-05,Neutral
1947,Increased patrolling has reduced crime rates in Karol Bagh.,Chandni Chowk,2023-11-10,Positive
1948,Lack of proper street lighting makes Chandni Chowk unsafe.,Rohini,2023-06-02,Negative
1949,Another case of harassment reported near Saket metro station.,Connaught Place,2023-03-18,Negative
1950,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-06-14,Neutral
1951,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-12-29,Neutral
1952,Delhi police launches new helpline for women safety.,Vasant Kunj,2023-07-05,Positive
1953,Women feel unsafe walking alone at night in Rajouri Garden.,Saket,2023-03-30,Negative
1954,Recent survey shows rising fear among women in Delhi.,Rajouri Garden,2023-03-07,Negative
1955,More street lights installed in Dwarka to improve safety.,Hauz Khas,2023-05-19,Positive
1956,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-10-16,Neutral
1957,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-03-23,Positive
1958,Lack of proper street lighting makes Chandni Chowk unsafe.,Chandni Chowk,2023-12-20,Negative
1959,The metro is the preferred mode of transport for women in Delhi.,Dwarka,2023-12-20,Neutral
1960,Increased patrolling has reduced crime rates in Karol Bagh.,Dwarka,2023-04-29,Positive
1961,Increased patrolling has reduced crime rates in Karol Bagh.,Chandni Chowk,2023-11-07,Positive
1962,Women feel unsafe walking alone at night in Rajouri Garden.,Chandni Chowk,2023-07-27,Negative
1963,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-11-17,Positive
1964,Traffic congestion continues to be an issue across Delhi.,Hauz Khas,2023-01-05,Neutral
1965,More street lights installed in Dwarka to improve safety.,Rajouri Garden,2023-09-19,Positive
1966,Increased patrolling has reduced crime rates in Karol Bagh.,Chandni Chowk,2023-02-16,Positive
1967,Women feel unsafe walking alone at night in Rajouri Garden.,Kalkaji,2023-01-27,Negative
1968,Another case of harassment reported near Saket metro station.,Hauz Khas,2023-01-16,Negative
1969,Delhi police launches new helpline for women safety.,Karol Bagh,2023-06-26,Positive
1970,The metro is the preferred mode of transport for women in Delhi.,Vasant Kunj,2023-10-16,Neutral
1971,New mobile app helps women report harassment instantly.,Rohini,2023-10-02,Positive
1972,Police response to complaints in Rohini remains slow.,Nehru Place,2023-08-23,Negative
1973,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-01-11,Neutral
1974,Self-defense workshops for women are gaining popularity in Hauz Khas.,Karol Bagh,2023-07-29,Positive
1975,Public transport usage among women has remained stable this year.,Kalkaji,2023-11-07,Neutral
1976,Self-defense workshops for women are gaining popularity in Hauz Khas.,Connaught Place,2023-12-30,Positive
1977,NGOs held an awareness campaign in Connaught Place.,Saket,2023-07-18,Neutral
1978,Recent survey shows rising fear among women in Delhi.,Lajpat Nagar,2023-05-01,Negative
1979,Lack of proper street lighting makes Chandni Chowk unsafe.,Chandni Chowk,2023-07-15,Negative
1980,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-10-02,Neutral
1981,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-10-20,Neutral
1982,The metro is the preferred mode of transport for women in Delhi.,Nehru Place,2023-09-27,Neutral
1983,NGOs held an awareness campaign in Connaught Place.,Saket,2023-01-06,Neutral
1984,The metro is the preferred mode of transport for women in Delhi.,Rajouri Garden,2023-02-09,Neutral
1985,Delhi police launches new helpline for women safety.,Mayur Vihar,2023-10-12,Positive
1986,Lack of proper street lighting makes Chandni Chowk unsafe.,Vasant Kunj,2023-11-15,Negative
1987,New mobile app helps women report harassment instantly.,Lajpat Nagar,2023-05-05,Positive
