Crime Type,Latitude,Longitude,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Theft,28.789861,76.90425,2024-03-23,04:01,1,Shoplifting,24,Dwarka Sector 10 Police Station,Haze,Night,No
Vandalism,28.83259,76.85972,2021-12-20,18:25,1,Car theft,52,Rohini North Police Station,Clear,Evening,No
Murder,28.684462,77.28204,2020-07-19,04:44,1,Stolen bike,18,Connaught Place Police Station,Cloudy,Night,Yes
Harassment,28.544235,76.83215,2022-12-14,22:11,2,Chain snatching,46,Vasant Kunj Police Station,Clear,Night,Yes
Harassment,28.711642,77.141461,2024-04-25,09:15,3,Domestic violence,33,Connaught Place Police Station,Rain,Morning,Yes
Fraud,28.458775,77.238142,2022-03-01,23:45,4,Street robbery,28,Kashmere Gate Police Station,Rain,Night,No
Assault,28.887031,77.288346,2020-10-17,11:50,4,Public intoxication,29,Rohini North Police Station,Fog,Morning,Yes
Burglary,28.69177,76.959976,2024-05-31,08:59,4,Street robbery,30,Connaught Place Police Station,Fog,Morning,No
Burglary,28.575946,77.116235,2020-04-20,15:56,3,Street robbery,31,Dwarka Sector 10 Police Station,Cloudy,Afternoon,No
Vandalism,28.525155,77.053463,2020-10-04,20:27,1,Stolen bike,57,Connaught Place Police Station,Fog,Night,Yes
Robbery,28.660007,77.038841,2022-08-21,22:38,1,Public intoxication,59,Connaught Place Police Station,Rain,Night,No
Burglary,28.608267,77.004172,2024-08-16,03:15,2,Car theft,45,Dwarka Sector 10 Police Station,Clear,Night,No
Fraud,28.732621,76.832672,2022-09-23,04:31,3,Stolen bike,37,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Vandalism,28.612651,76.942247,2020-03-05,21:29,5,Car theft,21,Dwarka Sector 10 Police Station,Haze,Night,Yes
Theft,28.781016,76.827464,2021-04-01,11:29,3,Domestic violence,54,Connaught Place Police Station,Rain,Morning,No
Harassment,28.734511,77.166986,2024-08-01,16:48,3,Cyber fraud,45,Kashmere Gate Police Station,Clear,Afternoon,No
Assault,28.751501,77.238035,2022-05-01,10:16,3,Stolen bike,21,Connaught Place Police Station,Haze,Morning,No
Assault,28.546249,76.951934,2020-03-06,07:58,2,Public intoxication,25,Connaught Place Police Station,Haze,Morning,No
Burglary,28.489859,77.186898,2024-05-29,14:19,4,Domestic violence,22,Lajpat Nagar Police Station,Clear,Afternoon,No
Burglary,28.777413,77.133385,2022-07-18,14:06,1,Shoplifting,45,Lajpat Nagar Police Station,Rain,Afternoon,No
Harassment,28.466948,77.218656,2023-04-18,14:14,3,Street robbery,45,Lajpat Nagar Police Station,Clear,Afternoon,No
Murder,28.793425,76.8432,2024-09-26,15:08,5,Cyber fraud,40,Dwarka Sector 10 Police Station,Cloudy,Afternoon,Yes
Vandalism,28.557025,76.834692,2024-10-06,08:55,2,Stolen bike,46,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Murder,28.859172,77.210954,2023-02-10,02:05,1,Domestic violence,18,Rohini North Police Station,Clear,Night,No
Harassment,28.446057,76.927496,2020-05-11,05:45,3,Shoplifting,60,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Harassment,28.692316,76.90186,2023-06-25,11:26,2,Public intoxication,53,Vasant Kunj Police Station,Fog,Morning,Yes
Murder,28.427024,77.018735,2022-10-08,10:31,2,Chain snatching,22,Vasant Kunj Police Station,Rain,Morning,Yes
Robbery,28.683394,76.89441,2024-12-20,04:00,1,Shoplifting,56,Lajpat Nagar Police Station,Haze,Night,No
Murder,28.805981,77.156648,2020-09-11,13:30,4,Street robbery,32,Kashmere Gate Police Station,Fog,Afternoon,No
Fraud,28.407637,76.949435,2024-03-10,07:57,1,Chain snatching,60,Rohini North Police Station,Clear,Morning,No
Burglary,28.596738,76.872392,2024-05-08,10:50,1,Stolen bike,41,Lajpat Nagar Police Station,Fog,Morning,Yes
Robbery,28.87243,76.996245,2023-07-05,03:57,1,Stolen bike,27,Kashmere Gate Police Station,Rain,Night,Yes
Harassment,28.639033,76.976847,2021-01-17,11:41,5,Cyber fraud,60,Vasant Kunj Police Station,Haze,Morning,No
Vandalism,28.78859,76.845222,2024-10-16,23:20,4,Shoplifting,30,Dwarka Sector 10 Police Station,Rain,Night,Yes
Murder,28.456803,77.073556,2020-03-14,00:36,5,Stolen bike,27,Rohini North Police Station,Cloudy,Night,No
Harassment,28.424989,77.148196,2020-02-15,18:39,1,Chain snatching,32,Kashmere Gate Police Station,Clear,Evening,Yes
Burglary,28.775767,76.891265,2021-03-27,19:53,3,Cyber fraud,26,Rohini North Police Station,Fog,Evening,Yes
Robbery,28.434889,77.106897,2024-09-29,04:57,4,Chain snatching,52,Connaught Place Police Station,Haze,Night,No
Burglary,28.871286,76.984728,2023-02-23,04:33,3,Domestic violence,44,Connaught Place Police Station,Cloudy,Night,Yes
Theft,28.527001,76.957449,2022-02-07,02:30,1,Public intoxication,50,Dwarka Sector 10 Police Station,Fog,Night,Yes
Fraud,28.741684,77.012656,2024-04-23,11:58,5,Stolen bike,56,Vasant Kunj Police Station,Cloudy,Morning,No
Robbery,28.798653,76.821495,2022-03-09,06:15,4,Domestic violence,27,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Fraud,28.663032,76.864112,2020-10-07,08:46,1,Street robbery,55,Rohini North Police Station,Cloudy,Morning,Yes
Fraud,28.746604,76.857058,2021-02-24,03:24,4,Shoplifting,42,Vasant Kunj Police Station,Clear,Night,No
Murder,28.887045,76.960195,2022-09-23,19:40,2,Cyber fraud,23,Vasant Kunj Police Station,Haze,Evening,No
Assault,28.530864,77.039692,2024-05-21,20:41,5,Public intoxication,55,Kashmere Gate Police Station,Haze,Night,Yes
Vandalism,28.819723,77.252785,2021-03-16,07:39,4,Domestic violence,52,Rohini North Police Station,Cloudy,Morning,No
Theft,28.428937,77.051521,2023-01-20,05:49,2,Street robbery,42,Connaught Place Police Station,Haze,Morning,No
Burglary,28.853915,77.284543,2022-05-03,17:13,1,Car theft,36,Vasant Kunj Police Station,Fog,Evening,Yes
Assault,28.44094,77.17834,2021-02-27,00:56,2,Public intoxication,39,Lajpat Nagar Police Station,Fog,Night,No
Robbery,28.554565,77.171428,2023-03-15,22:55,5,Street robbery,37,Lajpat Nagar Police Station,Cloudy,Night,Yes
Vandalism,28.551514,76.803724,2021-02-06,00:37,3,Chain snatching,55,Connaught Place Police Station,Rain,Night,Yes
Robbery,28.73668,77.236641,2021-02-11,08:17,2,Car theft,48,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Theft,28.434237,76.9451,2020-10-26,08:09,1,Chain snatching,60,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Murder,28.547868,77.015552,2021-08-08,10:55,3,Street robbery,37,Vasant Kunj Police Station,Cloudy,Morning,Yes
Theft,28.723659,77.036988,2020-02-13,14:23,5,Shoplifting,43,Lajpat Nagar Police Station,Cloudy,Afternoon,No
Assault,28.476109,76.956926,2022-03-05,22:07,5,Cyber fraud,24,Connaught Place Police Station,Fog,Night,Yes
Murder,28.636224,77.143964,2021-12-15,18:32,3,Cyber fraud,36,Dwarka Sector 10 Police Station,Clear,Evening,Yes
Burglary,28.739029,77.072803,2022-03-20,06:21,5,Stolen bike,49,Kashmere Gate Police Station,Clear,Morning,Yes
Assault,28.600253,77.083941,2023-07-16,21:14,3,Public intoxication,53,Dwarka Sector 10 Police Station,Clear,Night,No
Burglary,28.59667,76.918187,2024-08-04,20:11,3,Cyber fraud,51,Lajpat Nagar Police Station,Rain,Night,No
Assault,28.540447,77.127264,2023-11-14,22:39,3,Cyber fraud,47,Lajpat Nagar Police Station,Haze,Night,Yes
Theft,28.560727,76.960249,2023-11-28,19:26,1,Stolen bike,29,Vasant Kunj Police Station,Cloudy,Evening,No
Burglary,28.505494,77.088289,2020-06-05,14:08,1,Shoplifting,21,Connaught Place Police Station,Fog,Afternoon,Yes
Fraud,28.692861,76.93342,2023-09-04,23:56,1,Cyber fraud,55,Dwarka Sector 10 Police Station,Haze,Night,Yes
Murder,28.606834,77.239833,2021-10-16,09:28,4,Shoplifting,30,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Assault,28.665809,77.158241,2024-08-11,11:26,5,Chain snatching,24,Vasant Kunj Police Station,Fog,Morning,No
Robbery,28.752204,77.230143,2024-09-17,05:00,3,Stolen bike,27,Connaught Place Police Station,Cloudy,Morning,No
Harassment,28.885555,76.952129,2023-02-19,10:34,5,Public intoxication,53,Lajpat Nagar Police Station,Rain,Morning,No
Robbery,28.779388,76.957029,2022-05-18,17:50,4,Public intoxication,57,Kashmere Gate Police Station,Haze,Evening,Yes
Robbery,28.759906,77.251327,2023-02-11,08:54,5,Stolen bike,22,Rohini North Police Station,Cloudy,Morning,Yes
Vandalism,28.892004,76.831058,2023-04-14,18:54,5,Stolen bike,26,Dwarka Sector 10 Police Station,Fog,Evening,Yes
Vandalism,28.868947,77.202246,2020-06-15,14:49,4,Shoplifting,20,Dwarka Sector 10 Police Station,Fog,Afternoon,No
Murder,28.420779,77.148918,2020-10-30,05:59,5,Chain snatching,60,Kashmere Gate Police Station,Cloudy,Morning,Yes
Murder,28.815542,77.082092,2021-03-24,04:32,1,Street robbery,36,Kashmere Gate Police Station,Rain,Night,No
Assault,28.44771,77.001031,2024-08-17,06:00,2,Domestic violence,38,Rohini North Police Station,Haze,Morning,Yes
Theft,28.442348,77.074966,2024-09-06,20:42,4,Stolen bike,56,Rohini North Police Station,Haze,Night,Yes
Robbery,28.847186,77.254565,2021-07-21,10:29,2,Cyber fraud,46,Connaught Place Police Station,Haze,Morning,No
Murder,28.408414,77.157727,2022-04-13,06:52,2,Cyber fraud,35,Connaught Place Police Station,Cloudy,Morning,No
Theft,28.891407,77.07906,2020-05-20,02:16,5,Chain snatching,58,Connaught Place Police Station,Haze,Night,Yes
Murder,28.450772,76.959535,2023-07-02,19:08,2,Car theft,56,Connaught Place Police Station,Cloudy,Evening,Yes
Fraud,28.605496,76.818299,2021-04-05,21:47,2,Stolen bike,50,Kashmere Gate Police Station,Clear,Night,Yes
Assault,28.550859,77.047661,2020-12-17,01:03,4,Car theft,48,Lajpat Nagar Police Station,Cloudy,Night,No
Harassment,28.66462,77.197627,2020-04-14,15:49,5,Public intoxication,53,Dwarka Sector 10 Police Station,Cloudy,Afternoon,Yes
Burglary,28.770829,77.104516,2020-03-01,17:23,2,Car theft,35,Vasant Kunj Police Station,Haze,Evening,Yes
Robbery,28.896309,76.900787,2020-07-30,21:37,4,Street robbery,29,Rohini North Police Station,Cloudy,Night,Yes
Assault,28.742558,76.82529,2022-04-05,19:45,2,Street robbery,48,Kashmere Gate Police Station,Clear,Evening,Yes
Burglary,28.84407,76.821873,2022-01-24,11:42,4,Chain snatching,50,Connaught Place Police Station,Haze,Morning,Yes
Harassment,28.40295,76.925672,2022-11-16,05:32,2,Domestic violence,55,Connaught Place Police Station,Clear,Morning,Yes
Fraud,28.468238,76.961731,2023-01-02,14:39,5,Shoplifting,34,Kashmere Gate Police Station,Cloudy,Afternoon,Yes
Robbery,28.450676,76.965777,2021-03-20,11:06,2,Domestic violence,26,Connaught Place Police Station,Fog,Morning,No
Fraud,28.560799,76.997953,2022-08-26,20:57,5,Cyber fraud,26,Connaught Place Police Station,Clear,Night,Yes
Assault,28.444097,76.845488,2024-03-01,12:07,1,Car theft,35,Connaught Place Police Station,Haze,Afternoon,No
Murder,28.799865,76.80162,2020-04-26,02:00,2,Cyber fraud,42,Lajpat Nagar Police Station,Fog,Night,Yes
Burglary,28.528902,76.883304,2020-11-21,09:02,3,Domestic violence,48,Connaught Place Police Station,Cloudy,Morning,No
Theft,28.46907,76.962876,2021-10-28,09:25,5,Street robbery,27,Lajpat Nagar Police Station,Cloudy,Morning,No
Vandalism,28.771416,77.054185,2020-04-07,22:11,5,Chain snatching,40,Dwarka Sector 10 Police Station,Haze,Night,Yes
Harassment,28.493234,77.028912,2024-08-17,22:55,5,Cyber fraud,43,Dwarka Sector 10 Police Station,Clear,Night,No
Robbery,28.441927,77.003244,2024-03-16,05:19,5,Public intoxication,36,Lajpat Nagar Police Station,Fog,Morning,No
Vandalism,28.517145,77.083453,2023-12-19,18:52,1,Public intoxication,34,Rohini North Police Station,Rain,Evening,No
Fraud,28.455887,77.019893,2024-02-09,09:56,5,Public intoxication,46,Connaught Place Police Station,Cloudy,Morning,No
Assault,28.421169,77.114412,2023-05-28,07:00,5,Cyber fraud,45,Connaught Place Police Station,Cloudy,Morning,Yes
Theft,28.619736,76.960547,2021-10-31,08:49,1,Stolen bike,33,Vasant Kunj Police Station,Fog,Morning,No
Burglary,28.840575,76.861861,2023-06-11,09:31,4,Domestic violence,60,Dwarka Sector 10 Police Station,Clear,Morning,Yes
Robbery,28.744736,77.22953,2022-02-20,21:34,3,Street robbery,42,Vasant Kunj Police Station,Rain,Night,No
Assault,28.723847,76.857722,2024-08-27,23:27,5,Cyber fraud,30,Dwarka Sector 10 Police Station,Fog,Night,Yes
Robbery,28.831103,76.982617,2022-04-17,02:19,1,Domestic violence,21,Connaught Place Police Station,Cloudy,Night,Yes
Assault,28.677985,76.910875,2024-04-07,12:27,4,Cyber fraud,31,Vasant Kunj Police Station,Rain,Afternoon,Yes
Murder,28.489235,77.287029,2024-12-27,20:44,2,Stolen bike,46,Vasant Kunj Police Station,Rain,Night,Yes
Theft,28.445726,77.292891,2020-08-22,07:55,4,Public intoxication,52,Connaught Place Police Station,Fog,Morning,No
Robbery,28.814031,76.99006,2020-01-20,10:40,2,Car theft,25,Rohini North Police Station,Cloudy,Morning,No
Harassment,28.763752,77.088165,2021-06-08,17:06,3,Chain snatching,50,Rohini North Police Station,Fog,Evening,No
Vandalism,28.574259,77.116508,2020-07-28,07:28,1,Stolen bike,45,Connaught Place Police Station,Rain,Morning,No
Burglary,28.412529,76.816374,2021-01-08,18:38,4,Shoplifting,23,Vasant Kunj Police Station,Clear,Evening,Yes
Robbery,28.62089,76.833695,2023-10-19,08:21,2,Chain snatching,42,Rohini North Police Station,Haze,Morning,Yes
Fraud,28.77328,76.893159,2020-01-22,13:22,4,Chain snatching,47,Lajpat Nagar Police Station,Cloudy,Afternoon,Yes
Fraud,28.67942,77.026214,2021-07-18,07:15,2,Cyber fraud,33,Kashmere Gate Police Station,Fog,Morning,Yes
Burglary,28.583455,76.950081,2020-07-28,17:09,3,Shoplifting,31,Dwarka Sector 10 Police Station,Rain,Evening,Yes
Assault,28.631168,76.957495,2021-01-02,22:53,5,Public intoxication,31,Connaught Place Police Station,Fog,Night,No
Vandalism,28.577566,76.902949,2020-04-07,03:51,1,Shoplifting,55,Connaught Place Police Station,Fog,Night,No
Vandalism,28.708367,77.29234,2024-09-16,23:57,2,Domestic violence,41,Rohini North Police Station,Haze,Night,No
Theft,28.615037,77.065262,2024-08-15,00:39,5,Shoplifting,42,Rohini North Police Station,Fog,Night,No
Robbery,28.616811,77.111922,2021-02-12,19:31,2,Stolen bike,19,Kashmere Gate Police Station,Cloudy,Evening,No
Harassment,28.571353,76.911432,2024-10-28,07:37,4,Street robbery,43,Kashmere Gate Police Station,Rain,Morning,No
Harassment,28.650034,76.944956,2021-04-20,00:27,2,Chain snatching,41,Vasant Kunj Police Station,Clear,Night,Yes
Fraud,28.61167,77.207032,2022-02-10,02:43,1,Chain snatching,38,Connaught Place Police Station,Rain,Night,Yes
Fraud,28.640151,76.852311,2024-05-06,05:07,4,Cyber fraud,35,Dwarka Sector 10 Police Station,Haze,Morning,No
Assault,28.582746,77.10551,2021-04-05,10:33,4,Car theft,21,Lajpat Nagar Police Station,Haze,Morning,Yes
Robbery,28.693954,77.116718,2022-02-01,18:44,2,Domestic violence,36,Rohini North Police Station,Clear,Evening,Yes
Vandalism,28.498843,76.995196,2024-08-27,13:55,5,Public intoxication,30,Vasant Kunj Police Station,Clear,Afternoon,No
Assault,28.50161,76.913357,2021-10-16,00:57,2,Public intoxication,21,Dwarka Sector 10 Police Station,Rain,Night,Yes
Murder,28.432343,76.946997,2021-10-05,07:31,4,Stolen bike,37,Rohini North Police Station,Cloudy,Morning,Yes
Vandalism,28.807044,77.092132,2021-05-20,17:53,3,Street robbery,28,Connaught Place Police Station,Rain,Evening,Yes
Burglary,28.794444,76.870087,2022-10-02,02:05,5,Shoplifting,19,Connaught Place Police Station,Clear,Night,No
Fraud,28.529006,76.83269,2023-11-24,23:17,1,Public intoxication,53,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Assault,28.50999,77.286576,2020-09-06,23:50,3,Chain snatching,57,Rohini North Police Station,Fog,Night,No
Burglary,28.813327,77.180337,2022-05-21,07:23,4,Car theft,42,Connaught Place Police Station,Rain,Morning,No
Fraud,28.691301,76.936096,2020-01-12,07:09,1,Public intoxication,22,Vasant Kunj Police Station,Haze,Morning,No
Murder,28.870186,77.138408,2021-12-27,03:27,3,Public intoxication,40,Lajpat Nagar Police Station,Fog,Night,Yes
Harassment,28.543603,76.877342,2022-05-05,15:33,1,Chain snatching,55,Kashmere Gate Police Station,Fog,Afternoon,No
Harassment,28.516533,77.196723,2023-01-15,02:00,5,Cyber fraud,18,Rohini North Police Station,Clear,Night,Yes
Fraud,28.775274,76.93019,2021-07-30,18:27,1,Street robbery,48,Connaught Place Police Station,Fog,Evening,No
Fraud,28.494711,76.856281,2023-07-13,13:57,2,Domestic violence,32,Kashmere Gate Police Station,Cloudy,Afternoon,Yes
Vandalism,28.899426,76.948919,2023-12-02,02:51,2,Public intoxication,32,Dwarka Sector 10 Police Station,Cloudy,Night,No
Murder,28.504392,76.837166,2024-06-29,23:43,2,Domestic violence,47,Kashmere Gate Police Station,Clear,Night,Yes
Burglary,28.721076,77.018288,2022-03-19,06:21,2,Public intoxication,24,Dwarka Sector 10 Police Station,Rain,Morning,No
Vandalism,28.730595,76.93337,2021-01-28,02:56,4,Chain snatching,49,Vasant Kunj Police Station,Rain,Night,Yes
Robbery,28.845712,76.93585,2022-12-29,08:59,2,Stolen bike,43,Vasant Kunj Police Station,Clear,Morning,No
Theft,28.557879,76.806145,2022-05-29,22:41,2,Public intoxication,52,Dwarka Sector 10 Police Station,Haze,Night,Yes
Vandalism,28.630713,77.149219,2022-10-05,20:01,2,Public intoxication,55,Dwarka Sector 10 Police Station,Rain,Night,Yes
Theft,28.624296,76.915635,2020-03-19,01:44,3,Stolen bike,37,Lajpat Nagar Police Station,Fog,Night,No
Murder,28.445661,76.959232,2020-11-24,02:37,5,Chain snatching,45,Kashmere Gate Police Station,Fog,Night,Yes
Vandalism,28.450844,77.016861,2022-07-03,07:06,5,Domestic violence,32,Lajpat Nagar Police Station,Cloudy,Morning,No
Fraud,28.839063,77.201897,2022-10-16,02:05,1,Stolen bike,51,Lajpat Nagar Police Station,Rain,Night,Yes
Assault,28.690479,77.242537,2024-10-01,03:04,1,Car theft,29,Connaught Place Police Station,Cloudy,Night,No
Murder,28.810067,76.842791,2024-05-10,11:27,4,Chain snatching,24,Lajpat Nagar Police Station,Rain,Morning,No
Robbery,28.600683,77.080106,2022-02-04,22:48,5,Chain snatching,55,Connaught Place Police Station,Fog,Night,Yes
Murder,28.437625,77.046262,2023-12-01,22:49,2,Street robbery,50,Vasant Kunj Police Station,Haze,Night,No
Robbery,28.735377,77.083602,2022-04-22,16:31,1,Chain snatching,36,Connaught Place Police Station,Fog,Afternoon,Yes
Assault,28.717371,76.822169,2024-08-03,06:31,1,Public intoxication,53,Lajpat Nagar Police Station,Rain,Morning,Yes
Murder,28.438518,76.803787,2020-03-30,05:51,4,Street robbery,40,Kashmere Gate Police Station,Fog,Morning,Yes
Burglary,28.456544,77.117939,2023-11-26,05:55,5,Cyber fraud,49,Vasant Kunj Police Station,Clear,Morning,No
Vandalism,28.40429,76.969307,2024-09-21,21:58,3,Domestic violence,25,Vasant Kunj Police Station,Haze,Night,No
Theft,28.561262,76.868574,2022-10-28,08:18,5,Public intoxication,54,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Fraud,28.40048,76.975857,2023-08-09,07:04,1,Street robbery,45,Dwarka Sector 10 Police Station,Rain,Morning,No
Robbery,28.691037,77.154083,2023-01-25,10:15,5,Car theft,46,Lajpat Nagar Police Station,Clear,Morning,Yes
Harassment,28.461703,77.042057,2024-06-28,17:56,4,Cyber fraud,34,Rohini North Police Station,Cloudy,Evening,No
Burglary,28.784843,77.192206,2022-08-24,07:43,2,Street robbery,31,Dwarka Sector 10 Police Station,Rain,Morning,No
Robbery,28.534784,77.294399,2020-06-14,09:03,3,Cyber fraud,29,Lajpat Nagar Police Station,Clear,Morning,Yes
Theft,28.794827,76.868868,2022-09-25,05:11,4,Cyber fraud,42,Dwarka Sector 10 Police Station,Rain,Morning,No
Fraud,28.574188,76.876874,2020-05-01,14:44,5,Stolen bike,32,Kashmere Gate Police Station,Rain,Afternoon,Yes
Assault,28.647137,76.806747,2020-09-08,15:18,4,Car theft,21,Rohini North Police Station,Clear,Afternoon,Yes
Theft,28.43752,77.021432,2021-03-23,19:59,4,Street robbery,34,Kashmere Gate Police Station,Clear,Evening,Yes
Harassment,28.770115,77.296025,2023-03-29,15:18,1,Public intoxication,22,Lajpat Nagar Police Station,Fog,Afternoon,Yes
Fraud,28.793224,77.262353,2020-10-01,02:13,5,Shoplifting,57,Dwarka Sector 10 Police Station,Fog,Night,Yes
Robbery,28.722567,76.9841,2020-04-30,09:56,4,Stolen bike,49,Rohini North Police Station,Clear,Morning,No
Theft,28.708682,76.817146,2022-04-22,08:44,1,Stolen bike,18,Connaught Place Police Station,Haze,Morning,No
Fraud,28.563591,76.976751,2022-11-22,17:55,1,Domestic violence,34,Dwarka Sector 10 Police Station,Clear,Evening,Yes
Assault,28.59413,77.210506,2022-06-05,07:30,4,Car theft,21,Connaught Place Police Station,Haze,Morning,No
Robbery,28.627073,77.221524,2023-10-02,01:45,4,Stolen bike,42,Dwarka Sector 10 Police Station,Clear,Night,No
